,player,type,pass_outcome,pass_cross,pass_shot_assist,pass_through_ball,pass_technique,shot_outcome,shot_statsbomb_xg,shot_type,dribble_outcome,match_id,minute,location_x,location_y,pass_end_x,pass_end_y
1424,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,45,32.6,64.8,34.1,53.9
1425,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,45,35.5,53.4,43.5,50.8
1426,Robert Pirès ,Pass,,,,,,,,,,3749454,45,24.1,44.7,30.0,53.9
1427,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,45,26.9,51.3,26.3,23.0
1428,Ashley Cole,Pass,,,,,,,,,,3749454,45,41.6,18.9,51.3,23.4
1429,Robert Pirès ,Pass,,,,,,,,,,3749454,45,61.7,20.3,64.3,5.2
1430,Ashley Cole,Pass,,,,,,,,,,3749454,45,65.5,5.5,78.0,10.6
1431,Patrick Vieira,Pass,Out,,,,,,,,,3749454,45,80.7,8.8,105.9,0.1
1432,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749454,46,71.9,9.5,88.5,11.6
1433,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,46,77.9,26.2,86.0,34.4
1434,Sylvain Wiltord,Pass,,,,,,,,,,3749454,46,86.0,34.4,88.0,23.9
1435,Jens Lehmann,Pass,,,,,,,,,,3749454,46,5.4,53.9,29.5,61.3
1436,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,46,41.8,80.0,36.4,56.0
1437,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,46,38.6,58.6,47.0,37.9
1438,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,46,47.7,34.8,55.8,36.6
1439,Robert Pirès ,Pass,,,,,,,,,,3749454,47,81.4,11.8,99.8,14.9
1440,Sylvain Wiltord,Pass,Incomplete,,,,,,,,,3749454,47,100.7,2.1,99.5,4.0
1441,Robert Pirès ,Pass,,,,,,,,,,3749454,47,97.6,0.1,90.8,3.1
1442,Ashley Cole,Pass,,,,,,,,,,3749454,47,90.8,3.1,102.2,3.0
1443,Robert Pirès ,Pass,,,,,,,,,,3749454,47,95.8,17.2,106.2,22.9
1444,Ashley Cole,Pass,,,,,,,,,,3749454,47,110.9,27.6,113.1,34.3
1445,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,48,22.7,56.0,30.5,45.7
1446,Patrick Vieira,Pass,Unknown,,,,,,,,,3749454,48,31.1,47.6,31.5,54.9
1447,Jens Lehmann,Pass,Unknown,,,,,,,,,3749454,49,35.1,53.8,85.2,18.5
1448,Jens Lehmann,Pass,,,,,,,,,,3749454,49,14.4,50.1,25.0,56.7
1449,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,50,39.9,67.6,64.1,58.6
1450,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,50,57.2,58.6,63.4,62.7
1451,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,50,63.4,62.7,59.1,66.9
1452,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,50,59.1,66.9,56.3,58.7
1453,Kolo Habib Touré,Pass,,,,,,,,,,3749454,50,23.1,52.0,9.4,39.7
1454,Jens Lehmann,Pass,,,,,,,,,,3749454,50,11.4,35.9,32.1,21.8
1455,Ashley Cole,Pass,,,,,,,,,,3749454,50,36.4,27.2,35.2,45.9
1456,Kolo Habib Touré,Pass,,,,,,,,,,3749454,50,35.2,45.9,46.1,20.1
1457,Ashley Cole,Pass,,,,,,,,,,3749454,50,55.5,21.1,53.7,27.9
1458,Robert Pirès ,Pass,,,,,,,,,,3749454,50,64.1,33.6,76.6,26.9
1459,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,50,76.6,26.5,89.2,5.7
1460,Ashley Cole,Pass,,,,,,,,,,3749454,50,89.2,5.7,84.6,9.2
1461,Robert Pirès ,Pass,,,,,,,,,,3749454,50,84.6,9.2,116.1,5.7
1462,Ashley Cole,Pass,Out,,,,,,,,,3749454,50,115.4,9.2,120.0,14.4
1463,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,51,45.7,36.7,66.7,38.5
1464,Ashley Cole,Pass,,,,,,,,,,3749454,51,51.3,0.1,49.6,10.6
1465,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749454,51,56.8,19.2,82.8,27.4
1466,Kolo Habib Touré,Pass,,,,,,,,,,3749454,52,49.7,31.2,49.9,12.7
1467,Ashley Cole,Pass,,,,,,,,,,3749454,52,50.9,15.4,63.2,26.9
1468,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,52,65.7,36.4,85.9,38.5
1469,Thierry Henry,Pass,,,,,,,,,,3749454,52,84.9,39.7,82.0,43.8
1470,Robert Pirès ,Pass,,,,,,,,,,3749454,52,83.2,45.2,89.2,51.1
1471,Patrick Vieira,Pass,,,,,,,,,,3749454,52,93.4,51.5,102.1,58.0
1472,Sylvain Wiltord,Cross,Incomplete,True,,,,,,,,3749454,52,114.0,58.4,112.1,39.5
1473,Kolo Habib Touré,Pass,,,,,,,,,,3749454,53,52.3,28.1,43.7,51.1
1474,Martin Keown,Pass,,,,,,,,,,3749454,53,43.7,51.1,53.9,35.9
1475,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749454,53,52.9,32.6,96.3,14.7
1476,Jens Lehmann,Pass,,,,,,,,,,3749454,53,7.3,45.7,29.1,55.1
1477,Martin Keown,Pass,,,,,,,,,,3749454,53,29.1,55.1,13.4,49.4
1478,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,53,13.4,49.9,81.8,47.8
1479,Kolo Habib Touré,Pass,,,,,,,,,,3749454,55,56.5,24.4,63.4,7.5
1480,Ashley Cole,Pass,,,,,,,,,,3749454,55,65.8,10.2,54.9,23.9
1481,Kolo Habib Touré,Pass,,,,,,,,,,3749454,55,55.1,27.9,58.2,55.4
1482,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,55,64.5,56.5,70.9,72.1
1483,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,55,70.9,72.1,75.2,60.6
1484,Laureano Bisan-Etame Mayer,Pass,,,,True,Through Ball,,,,,3749454,55,75.2,57.7,97.4,56.5
1485,Sylvain Wiltord,Pass,Incomplete,,,,,,,,,3749454,55,119.7,69.8,119.7,66.5
1486,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,55,118.9,80.0,97.4,66.5
1487,Patrick Vieira,Pass,,,,,,,,,,3749454,55,97.4,66.5,106.4,75.4
1488,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,56,95.6,75.9,103.1,67.7
1489,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,56,64.1,76.9,100.2,58.4
1490,Martin Keown,Pass,Out,,,,,,,,,3749454,56,59.1,60.6,120.0,72.1
1491,Ashley Cole,Pass,,,,,,,,,,3749454,57,31.2,26.3,44.0,46.3
1492,Patrick Vieira,Pass,,,,,,,,,,3749454,57,43.3,51.8,53.0,70.2
1493,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,57,57.0,71.2,64.1,64.3
1494,Sylvain Wiltord,Pass,,,,,,,,,,3749454,57,58.4,64.6,54.9,51.1
1495,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,57,57.0,45.9,83.0,17.9
1496,Jens Lehmann,Pass,,,,,,,,,,3749454,57,31.0,38.6,45.7,60.1
1497,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,57,52.7,66.0,68.6,71.9
1498,Fredrik Ljungberg,Pass,Incomplete,,,,,,,,,3749454,57,71.4,69.0,116.4,52.5
1499,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,57,60.3,72.3,64.6,59.1
1500,Patrick Vieira,Pass,,,,,,,,,,3749454,57,64.8,58.6,68.6,51.1
1501,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,57,73.8,46.8,79.4,37.4
1502,Robert Pirès ,Pass,Incomplete,,,True,Through Ball,,,,,3749454,58,89.8,44.7,115.1,53.0
1503,Robert Pirès ,Pass,Incomplete,,,,Outswinging,,,,,3749454,58,120.0,80.0,115.1,51.3
1504,Robert Pirès ,Pass,,,,,,,,,,3749454,59,28.3,3.0,10.2,10.2
1505,Ashley Cole,Pass,,,,,,,,,,3749454,59,10.2,10.2,47.0,25.1
1506,Sylvain Wiltord,Pass,,,,,,,,,,3749454,59,48.9,21.7,37.6,17.0
1507,Patrick Vieira,Pass,,,,,,,,,,3749454,59,40.2,20.3,45.7,64.6
1508,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,59,57.4,62.4,73.6,74.0
1509,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749454,59,79.9,63.6,109.2,51.1
1510,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749454,60,41.6,56.2,58.7,54.5
1511,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,61,35.4,80.0,49.7,75.4
1512,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,61,48.8,75.4,49.0,60.5
1513,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,61,49.0,60.5,60.2,68.8
1514,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,61,36.9,68.0,48.2,68.4
1515,Fredrik Ljungberg,Pass,Incomplete,,,,,,,,,3749454,61,47.5,68.8,42.4,63.7
1516,Patrick Vieira,Pass,,,,,,,,,,3749454,61,30.2,50.9,6.2,44.2
1517,Jens Lehmann,Pass,,,,,,,,,,3749454,61,9.7,46.1,52.3,71.0
1518,Fredrik Ljungberg,Pass,Incomplete,,,,,,,,,3749454,61,52.3,72.1,53.0,72.9
1519,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,61,56.0,80.0,63.2,62.7
1520,Sylvain Wiltord,Pass,,,,,,,,,,3749454,61,61.5,61.9,40.7,68.4
1521,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,61,40.7,68.4,37.1,40.7
1522,Kolo Habib Touré,Pass,,,,,,,,,,3749454,61,40.6,41.9,50.6,34.8
1523,Robert Pirès ,Pass,,,,,,,,,,3749454,61,67.2,40.5,73.0,61.7
1524,Patrick Vieira,Pass,,,,,,,,,,3749454,61,76.6,60.3,90.8,65.3
1525,Thierry Henry,Pass,Incomplete,,,,,,,,,3749454,62,90.8,65.5,113.5,54.4
1526,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,62,114.7,80.0,88.2,56.5
1527,Sylvain Wiltord,Pass,,,,,,,,,,3749454,62,85.1,52.8,79.9,31.4
1528,Ashley Cole,Pass,,,,,,,,,,3749454,62,82.5,37.3,101.5,27.4
1529,Gilberto Aparecido da Silva,Cross,Incomplete,True,,,,,,,,3749454,62,111.1,21.8,109.3,37.9
1530,Kolo Habib Touré,Pass,,,,,,,,,,3749454,62,11.3,1.4,30.8,6.6
1531,Ashley Cole,Pass,Incomplete,,,,,,,,,3749454,62,30.8,6.6,48.5,14.4
1532,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,62,23.6,64.3,33.4,63.2
1533,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,63,55.3,74.9,65.8,75.9
1534,Thierry Henry,Pass,,,,,,,,,,3749454,63,63.1,76.1,49.2,70.9
1535,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,63,49.2,70.9,54.4,43.1
1536,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,63,54.4,41.1,63.6,8.7
1537,Ashley Cole,Pass,,,,,,,,,,3749454,63,64.1,9.7,72.4,17.2
1538,Sylvain Wiltord,Pass,,,,,,,,,,3749454,63,72.4,17.2,64.5,21.7
1539,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,63,64.1,24.8,64.1,38.3
1540,Robert Pirès ,Pass,,,,,,,,,,3749454,63,71.7,36.7,85.1,32.4
1541,Patrick Vieira,Pass,Incomplete,,,True,Through Ball,,,,,3749454,63,85.1,32.4,91.8,38.3
1542,Sylvain Wiltord,Pass,,,,,,,,,,3749454,63,52.7,34.1,56.8,47.3
1543,Patrick Vieira,Pass,,,,,,,,,,3749454,63,56.8,47.3,63.6,39.3
1544,Robert Pirès ,Pass,,,,,,,,,,3749454,63,70.4,51.3,92.4,58.4
1545,Thierry Henry,Pass,,,,,,,,,,3749454,63,92.4,57.7,106.9,57.2
1546,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749454,64,112.3,77.1,104.1,65.5
1547,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,64,35.5,56.3,40.2,43.8
1548,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,64,54.1,40.0,65.7,12.8
1549,Sylvain Wiltord,Pass,,,,,,,,,,3749454,64,73.0,9.9,64.1,24.3
1550,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,64,65.7,26.9,75.2,9.2
1551,Sylvain Wiltord,Pass,,,,,,,,,,3749454,64,71.9,9.7,55.5,15.4
1552,Ashley Cole,Pass,,,,,,,,,,3749454,64,55.8,21.1,63.2,27.9
1553,Robert Pirès ,Pass,,,,,,,,,,3749454,64,63.4,20.6,62.7,12.7
1554,Ashley Cole,Pass,,,,,,,,,,3749454,64,62.7,12.7,77.3,14.4
1555,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,64,77.3,14.4,107.3,10.9
1556,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,65,84.0,5.0,88.5,6.8
1557,Patrick Vieira,Pass,,,,,,,,,,3749454,65,88.2,6.8,91.5,10.4
1558,Robert Pirès ,Pass,,,,,,,,,,3749454,65,91.5,10.4,92.2,5.0
1559,Patrick Vieira,Pass,,,,,,,,,,3749454,65,92.2,5.0,96.0,19.9
1560,Sylvain Wiltord,Pass,,,,,,,,,,3749454,65,96.0,21.1,102.2,30.5
1561,Thierry Henry,Pass,,,,,,,,,,3749454,65,98.6,25.5,100.5,31.4
1562,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,65,100.5,32.1,115.4,18.7
1563,Sylvain Wiltord,Cross,Incomplete,True,,,,,,,,3749454,65,113.5,16.6,112.6,43.1
1564,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,65,98.9,32.2,106.2,26.9
1565,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,66,5.9,43.5,77.6,61.5
1566,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,66,27.4,53.0,44.7,54.2
1567,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,66,23.6,69.5,18.5,55.4
1568,Martin Keown,Pass,,,,,,,,,,3749454,66,18.5,55.4,6.2,44.0
1569,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,66,10.1,56.1,72.6,55.3
1570,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,66,48.2,52.3,61.3,53.4
1571,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,66,57.2,58.0,69.7,50.2
1572,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,66,49.2,57.4,56.5,37.4
1573,Robert Pirès ,Pass,,,,,,,,,,3749454,67,72.4,28.9,71.7,55.1
1574,Patrick Vieira,Pass,,,,,,,,,,3749454,67,73.6,59.3,89.1,70.7
1575,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,67,93.9,65.7,89.1,54.4
1576,Robert Pirès ,Pass,,,,,,,,,,3749454,67,89.1,54.4,81.4,49.2
1577,Patrick Vieira,Pass,,,,,,,,,,3749454,67,81.4,49.2,84.6,26.3
1578,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,67,88.0,22.9,95.3,17.5
1579,Ashley Cole,Pass,Incomplete,,,,,,,,,3749454,67,93.7,16.0,94.2,20.7
1580,Ashley Cole,Cross,,True,True,,,,,,,3749454,67,117.1,22.0,107.8,45.2
1581,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,68,53.0,45.9,46.1,16.8
1582,Ashley Cole,Pass,Incomplete,,,,,,,,,3749454,68,49.0,18.9,52.0,11.4
1583,Ashley Cole,Pass,,,,,,,,,,3749454,68,31.3,12.8,42.6,35.4
1584,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,68,42.6,35.2,65.1,60.9
1585,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,68,65.1,60.9,55.7,67.7
1586,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,68,59.1,66.5,67.2,60.7
1587,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,68,67.2,60.7,77.1,72.0
1588,Sylvain Wiltord,Pass,,,,,,,,,,3749454,68,76.9,71.8,69.6,64.3
1589,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,68,69.2,62.2,64.0,32.7
1590,Robert Pirès ,Pass,,,,,,,,,,3749454,68,68.9,23.0,87.3,6.8
1591,Ashley Cole,Pass,,,,,,,,,,3749454,69,88.8,7.8,83.9,13.0
1592,Robert Pirès ,Pass,,,,,,,,,,3749454,69,76.4,12.8,64.2,17.7
1593,Kolo Habib Touré,Pass,,,,,,,,,,3749454,69,62.1,30.7,69.2,50.0
1594,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,69,75.4,49.1,92.7,54.7
1595,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,69,88.2,56.6,94.8,70.9
1596,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749454,69,94.8,70.9,88.8,61.8
1597,Jens Lehmann,Pass,,,,,,,,,,3749454,69,16.3,48.9,42.2,20.0
1598,Robert Pirès ,Pass,,,,,,,,,,3749454,69,50.1,30.1,62.5,45.5
1599,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,69,73.0,59.0,64.4,51.9
1600,Patrick Vieira,Pass,,,,,,,,,,3749454,69,64.4,51.9,71.5,32.9
1601,Robert Pirès ,Pass,,,,,,,,,,3749454,69,66.8,14.7,68.3,5.9
1602,Ashley Cole,Pass,,,,,,,,,,3749454,69,70.6,6.8,73.0,11.7
1603,Thierry Henry,Pass,,,,,,,,,,3749454,69,88.6,17.3,79.4,25.4
1604,Jens Lehmann,Pass,,,,,,,,,,3749454,71,13.5,48.3,29.2,58.3
1605,Martin Keown,Pass,,,,,,,,,,3749454,71,28.7,61.5,39.2,64.3
1606,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,71,39.2,64.3,27.0,61.3
1607,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,71,27.0,61.3,83.7,63.5
1608,Thierry Henry,Pass,,,,,,,,,,3749454,71,75.6,60.5,85.6,63.9
1609,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,71,90.8,54.7,87.8,35.4
1610,Sylvain Wiltord,Pass,,,,,,,,,,3749454,71,87.5,36.3,94.4,34.6
1611,Ashley Cole,Pass,,,,,,,,,,3749454,72,23.2,11.1,34.5,10.6
1612,Robert Pirès ,Pass,,,,,,,,,,3749454,72,33.4,11.9,34.5,26.5
1613,Patrick Vieira,Pass,,,,,,,,,,3749454,72,45.0,33.3,47.1,61.5
1614,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,72,49.7,63.7,56.3,72.2
1615,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,72,56.3,72.2,51.6,65.2
1616,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,72,51.6,65.2,51.0,51.3
1617,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,72,51.0,51.3,51.6,63.5
1618,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,72,51.6,63.5,56.1,57.0
1619,Gilberto Aparecido da Silva,Pass,Out,,,,,,,,,3749454,72,56.1,57.0,63.6,79.1
1620,Martin Keown,Pass,,,,,,,,,,3749454,72,28.5,57.7,41.8,63.2
1621,Fredrik Ljungberg,Pass,,,,,,,,,,3749454,72,41.8,63.2,33.0,64.1
1622,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749454,73,32.1,65.6,52.5,62.2
1623,Kolo Habib Touré,Pass,,,,,,,,,,3749454,73,30.0,56.2,40.9,53.2
1624,Patrick Vieira,Pass,,,,,,,,,,3749454,73,40.7,53.4,30.2,68.6
1625,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,73,30.2,68.6,37.1,76.7
1626,Martin Keown,Pass,,,,,,,,,,3749454,74,46.3,65.4,95.9,27.1
1627,Thierry Henry,Pass,Incomplete,,,True,Through Ball,,,,,3749454,74,92.7,28.2,97.2,38.4
1628,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,74,77.5,80.0,70.9,68.2
1629,Patrick Vieira,Pass,,,,,,,,,,3749454,74,69.2,67.3,28.1,56.4
1630,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,74,30.0,72.0,74.1,66.5
1631,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749454,74,50.8,72.2,55.5,71.2
1632,Patrick Vieira,Pass,,,,,,,,,,3749454,74,38.6,55.3,39.0,65.8
1633,Gilberto Aparecido da Silva,Pass,Unknown,,,,,,,,,3749454,74,37.7,68.2,38.8,70.1
1634,Martin Keown,Pass,,,,,,,,,,3749454,76,45.2,69.2,82.4,60.3
1635,Ray Parlour,Pass,,,,,,,,,,3749454,76,86.7,65.4,74.7,65.6
1636,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749454,76,76.0,64.1,95.7,51.7
1637,Kolo Habib Touré,Pass,,,,,,,,,,3749454,76,20.8,0.1,28.3,2.1
1638,Robert Pirès ,Pass,,,,,,,,,,3749454,77,20.8,8.3,22.9,14.5
1639,Dennis Bergkamp,Pass,,,,,,,,,,3749454,77,23.6,14.1,48.2,2.3
1640,Robert Pirès ,Pass,,,,,,,,,,3749454,77,48.0,3.6,77.1,2.7
1641,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,78,18.0,31.8,75.1,52.8
1642,Patrick Vieira,Pass,,,,,,,,,,3749454,78,52.5,30.3,67.2,34.4
1643,Dennis Bergkamp,Pass,,,,,,,,,,3749454,78,67.7,22.8,57.2,10.2
1644,Ashley Cole,Pass,,,,,,,,,,3749454,78,56.5,10.6,65.5,16.0
1645,Dennis Bergkamp,Pass,,,,,,,,,,3749454,78,65.5,16.0,54.2,15.1
1646,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,78,54.2,15.1,58.5,12.6
1647,Patrick Vieira,Pass,,,,,,,,,,3749454,79,57.4,16.8,61.0,13.2
1648,Robert Pirès ,Pass,,,,,,,,,,3749454,79,61.0,13.2,59.1,15.1
1649,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,79,64.0,13.4,84.1,11.7
1650,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,80,20.2,46.1,81.8,33.3
1651,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749454,80,64.7,33.7,82.6,41.4
1652,Dennis Bergkamp,Pass,,,,,,,,,,3749454,81,11.8,50.8,17.0,74.2
1653,Robert Pirès ,Pass,,,,,,,,,,3749454,81,18.7,75.4,55.0,72.0
1654,Ray Parlour,Pass,,,,,,,,,,3749454,81,61.4,73.5,54.2,57.3
1655,Dennis Bergkamp,Pass,,,,,,,,,,3749454,81,57.6,55.8,67.2,22.4
1656,Patrick Vieira,Pass,,,,,,,,,,3749454,81,73.0,20.5,95.7,8.7
1657,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,83,25.7,45.3,77.9,38.4
1658,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749454,83,104.0,0.1,91.6,22.2
1659,Patrick Vieira,Pass,,,,,,,,,,3749454,84,91.6,22.4,107.7,5.7
1660,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749454,84,105.1,2.9,83.3,3.8
1661,Dennis Bergkamp,Pass,Out,,,,,,,,,3749454,84,79.6,12.3,92.3,79.5
1662,Ashley Cole,Pass,,,,,,,,,,3749454,85,39.0,0.1,51.2,10.6
1663,Patrick Vieira,Pass,,,,,,,,,,3749454,85,56.5,8.5,57.6,17.9
1664,Thierry Henry,Pass,Incomplete,,,,,,,,,3749454,85,57.6,17.9,74.5,10.2
1665,Martin Keown,Pass,Incomplete,,,,,,,,,3749454,85,41.8,27.1,63.8,32.4
1666,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,86,16.3,37.4,77.1,34.4
1667,Martin Keown,Pass,,,,,,,,,,3749454,86,42.0,41.2,48.0,26.5
1668,Kolo Habib Touré,Pass,,,,,,,,,,3749454,86,48.0,26.5,53.3,24.1
1669,Patrick Vieira,Pass,,,,,,,,,,3749454,86,52.7,27.7,62.9,42.5
1670,Dennis Bergkamp,Pass,,,,,,,,,,3749454,86,64.4,42.7,57.8,62.4
1671,Ray Parlour,Pass,,,,,,,,,,3749454,86,56.3,60.5,53.1,54.9
1672,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749454,86,63.2,56.8,74.5,52.1
1673,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749454,86,75.4,56.6,113.9,68.0
1674,Martin Keown,Pass,,,,,,,,,,3749454,87,62.1,54.5,83.9,41.6
1675,Jens Lehmann,Pass,Out,,,,,,,,,3749454,88,9.5,41.2,91.2,0.1
1676,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749454,89,14.2,51.3,57.8,31.8
1677,Kolo Habib Touré,Pass,,,,,,,,,,3749454,89,35.6,20.0,92.9,2.1
1678,Jens Lehmann,Pass,,,,,,,,,,3749454,90,6.0,44.0,68.3,23.5
1679,Thierry Henry,Pass,Incomplete,,,,,,,,,3749454,90,68.3,23.5,94.2,35.7
1680,Ray Parlour,Pass,Pass Offside,,,True,Through Ball,,,,,3749454,90,101.7,54.9,105.9,46.8
1681,Jens Lehmann,Pass,,,,,,,,,,3749454,91,13.3,56.0,64.7,69.0
1682,Laureano Bisan-Etame Mayer,Pass,Out,,,,,,,,,3749454,91,64.7,74.4,69.2,78.6
1683,Patrick Vieira,Pass,,,True,,,,,,,3749454,91,75.8,57.0,82.6,20.9
1684,Dennis Bergkamp,Pass,,,,,,,,,,3749454,92,67.9,32.9,64.7,23.7
1685,Patrick Vieira,Pass,,,,,,,,,,3749454,92,65.5,25.4,77.1,20.0
1686,Thierry Henry,Pass,,,,,,,,,,3749454,92,75.6,22.6,73.2,35.7
1687,Dennis Bergkamp,Pass,,,,,,,,,,3749454,92,84.8,37.8,94.2,69.7
1688,Ray Parlour,Pass,,,,,,,,,,3749454,92,104.4,72.9,86.0,65.6
1689,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749454,92,88.4,68.2,102.1,74.8
1690,Ray Parlour,Pass,,,,,,,,,,3749454,92,94.6,73.5,89.0,54.3
1691,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749454,92,91.0,57.7,95.0,61.3
1692,Gilberto Aparecido da Silva,Dribble,,,,,,,,,Incomplete,3749454,5,45.4,60.0,,
1693,Sylvain Wiltord,Dribble,,,,,,,,,Complete,3749454,6,62.2,78.9,,
1694,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749454,6,116.0,54.1,,
1695,Sylvain Wiltord,Dribble,,,,,,,,,Incomplete,3749454,10,95.0,57.4,,
1696,Thierry Henry,Dribble,,,,,,,,,Complete,3749454,12,47.1,7.2,,
1697,Fredrik Ljungberg,Dribble,,,,,,,,,Complete,3749454,14,62.0,62.2,,
1698,Fredrik Ljungberg,Dribble,,,,,,,,,Incomplete,3749454,14,62.0,62.2,,
1699,Sylvain Wiltord,Dribble,,,,,,,,,Incomplete,3749454,21,73.1,64.5,,
1700,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749454,21,77.8,38.2,,
